Theme #,Theme,Report
2,Equipment List,During engine start ADR 1 faulted repeatedly. Contacted Maintenance Control and did a successful com reset followed by an info only write up.  Within a minute of taxi ADR 1 faulted again. Contacted Maintenance Control. They wanted to do another reset but I declined. This had been written up previously as well. We returned to the gate where maintenance began another reset. I expressed my concern that we had a history of resets and failures...they said well then we are going to defer it.  They swapped number one and three ADR as one is non deferrable. Upon review First Officer  Heading HDG(S) and I became concerned as the Minimum Equipment List states effectivity A320 and subsequent. We were in A320. Contacted Maintenance Control; he was unsure and consulted his Supervisor who said it's good. I asked where I could find a reference to this as First Officer  Heading HDG(S) and I had been digging through the Minimum Equipment List preamble to confirm the validity.  We could not. We then contacted Dispatch; asked for both amendment for time and Minimum Equipment List and expressed our concern over the verbiage. I then contacted crew schedule and asked to be transferred to the chief pilot on duty. They asked if I wanted the number and I said yes but also to transfer me. I was connected to a chief pilot not on duty. He asked me (reasonably) to contact the chief pilot who WAS on duty. I called the number provided by schedule and again was greeted by the same voice. He provided me with the number for the chief pilot on duty. I then called him. He referenced the Minimum Equipment List and did some research and ascertained we were good to go. Shortly after liftoff ADR 1 failed resulting in a cascade of additional failures. Gear stuck down; direct law; man trim; no auto thrust and of course; no instrumentation for the Captain (Pilot Flying). I established a positive flight trajectory;  confirmed the First Officer  Heading HDG(S) had reasonable indications from ADR 2 (our newest best friend) and transferred control. We established a box pattern while we worked through the Marker and com including landing distance procedures. We returned to the departure airport; chose to brace the passengers; and landed uneventfully. Back end crew did an outstanding job managing passengers as well as following Standard Operating Procedure and protocol. First Officer  Heading HDG(S) displayed excellent airmanship and Cockpit Resource Management. Truly did a great job.I felt as though we were completely on our own trying to resolve the maint issue prior to flight.  During the event dispatch had Air Traffic Control relay that they wanted us to contact them. Just the teeniest bit too busy for that. Seems like they might have preemptively sent us an acars with landing data as a backup to the charts.  That would have been helpful.
2,Equipment List,During descent; we had continuous Marker warnings and cautions associated with the Minimum Equipment List. On short final and after turning the auto thrust off; the number one engine rolled back to idle thrust. We were unable to recover engine thrust on the number one engine. We continued the approach and landed the aircraft without incident. I was very concerned about the aircraft flying the rest of the day with the faults associated with the Minimum Equipment List. I called the safety department hot line representative and the Chief Pilot on duty to voice my concerns determine the proper Minimum Equipment List.
2,Equipment List,Unable to operate Aircraft X [from] <Airport  (Domestic)> due to multiple Minimum Equipment List's [Minimum Equipment List] on the fuel system.
2,Equipment List,Dispatched with Minimum Equipment List ELAC [Elevator Aileron Computer] 1 fault...below 1;000 feet; First Officer  Heading HDG(S) disconnected autopilot and at 500 feet First Officer  Heading HDG(S) stated his control stick was not responding to his inputs.  I immediately took control of the aircraft and completed a normal landing since my controls were working fine and I deemed it safer than going around with a possible flight control/control stick anomaly. No associated ECAMs came on.Suggestions: Don't allow Dispatch with an ELAC fault as allowed per Minimum Equipment List if it turns out this was related to Minimum Equipment List.
2,Equipment List,During the walk around at <Airport  (Domestic)> the First Officer noticed a cable on the nose wheel assembly was zip tied to a hydraulic line and the connector was covered with plastic. (see attachment) During the flight deck preflight I noticed there wasn't a NW STR DISC memo on the Marker (Electronic Centralized Aircraft Monitor). I mentioned it to the First Officer  Heading HDG(S) (First Officer); he showed me the picture and mentioned that the disconnected cable may be the cause. I radioed <Airport  (Domestic)> maintenance and told them we had no NW STR memo and that we couldn't move the aircraft without it. A mechanic arrived; confirmed the pin was installed and stated we could placard/Minimum Equipment List (Minimum Equipment list) the Marker memo and be on our way. I said that I'd prefer it if he reconnected the cable first and see if that fixes the issue. He inspected the nose gear; reconnected the cable and the issue was resolved. If we would've put the issue on Minimum Equipment List and then subsequently retracted the gear there could've been serious damage to the electrical and hydraulic lines on the nose gear since they were zip tied together. The aircraft was a RON (Remain Overnight) in <Airport  (Domestic)> and it arrived with Minimum Equipment List for National Weather Service bypass pin lever clip broken. The spring clip was replaced and signed off as 'OPS check good' and the Minimum Equipment List cleared. During the re-activation process the electric harness was supposed to be reconnected and it wasn't. Follow the re-activation steps as published. A check of the recent maintenance history and they would've noticed the system in question was repaired just a few hours earlier. As a result; they could've made a more thorough inspection of the system rather than just looking at the pin and suggesting we put it on Minimum Equipment List.
2,Equipment List,I was the Captain assigned on Flight ABCD scheduled <Airport  (Domestic)> to <Airport>. Flight release indicated Minimum Equipment List item on Aircraft with the ELAC 1 computer reported fault from inbound crew the night before. Review of flight release and Aircraft Logbook showed flight was released under Minimum Equipment List 27-XXB. option 2. Both First Officer (First Officer  Heading HDG(S)) and I carefully reviewed the five pages of the Minimum Equipment List requirements prior to departure and discussed our plan of action prior to departure. Our initial review of the AML showed that the Minimum Equipment List action had been done by Maintenance; the Yellow form placard was in front of the logbook. ELAC 1 push button was placarded inoperative with inoperative sticker.After engine start and pushback; we requested taxi to a spot where we could conduct the required Minimum Equipment List ELAC/SEC check. We used the Minimum Equipment List carefully to comply with each step; however we did not see the expected responses or results on the system displays to confirm a satisfactory check. After several attempts to ensure we complied with the Minimum Equipment List procedure; I decided we needed to return to the gate and consult with Maintenance.Upon return to the gate; we discussed with the <Airport  (Domestic)> Mechanic our observations of the Minimum Equipment List procedures. The Mechanic reviewed our AML and informed me that although the Minimum Equipment List for the ELAC 1 deferral was properly entered in the AML; the actual signoff for the flight was not entered. Further investigation revealed that the actual maintenance required actions for the Minimum Equipment List were not completed prior to the flight.Maintenance completed the required actions for the Minimum Equipment List procedure. Then; observed as the First Officer  Heading HDG(S) and I completed the operational preflight checks as required by the Minimum Equipment List procedure. All results were satisfactory and the passengers were re-boarded. The AML entries were completed correctly and we departed without further incident. Maintenance Personnel did not comply with Minimum Equipment List procedures in the Minimum Equipment List during overnight shift. We were not made aware of this until after we returned to the gate.I recently transitioned to the airbus from another type aircraft. With less than 100 hours in type; I have not had a lot of experience with the A320 Minimum Equipment List; and specifically not with the flight control system. Even with diligence; I misread the Minimum Equipment List operational directions; and wrongly interpreted the requirements for Dispatch with the AML sign off.A very poorly written 27-XXB. Option 2 Minimum Equipment List contributed to our misunderstanding of the Minimum Equipment List compliance requirements. Had the Minimum Equipment List stated 'Complete operational check prior to engine start' then it would have cleared up all confusion on the part of the flight crew. A five-page operational Minimum Equipment List is complicated and must be completed with great care. Rewrite the Minimum Equipment List 27-XXB. Option 2 Minimum Equipment List procedure to state 'Operational check must be performed prior to engine start.Specifically; include and incorporate ELAC 1 or 2 fault; Minimum Equipment List 27-XXB. Option 2; as a Minimum Equipment List work exercise in the initial A320 training syllabus. The flight control system; with its hydraulic powered components is a very complicated and a critical system. Working through the problem of an ELAC fault Minimum Equipment List Dispatch procedure will train any pilot to a better understanding of both the Minimum Equipment List procedures and the flight control system.Better oversight of station Maintenance assignment and completion. It is my understanding that the compliance with the Maintenance portion of the Minimum Equipment List was interrupted by various distractions; including a shift change causing the incomplete Dispatch and AML documentation.
2,Equipment List,The aircraft in question was operating with Minimum Equipment List 27-XXX open; Spoilers #2 or #4. After engine start on both legs; an Marker message was received regarding the spoilers but this was disregarded as a result of the Minimum Equipment List. Upon further reflection; these messages should have triggered further investigation on my part; as the presence of such an alert was not mentioned in the Minimum Equipment List. However; I had noted a write-up in the Minimum Equipment List about spurious messages - made by a Check Airman - which was subsequently signed off by Maintenance as essentially being unimportant. The aircraft had flown 4 legs the day prior with the Minimum Equipment List active. Also; at the time of this incident; I had approximately 100 hours of experience in any Airbus aircraft.The first leg of the day was flown uneventfully. Immediately after takeoff on our second leg of the day with the same plane; an Marker caution and audio alert was triggered for a F/Control SPLR FAULT. The message subsequently cleared itself; but then a few seconds later; would trigger again. This cycle repeated itself approximately every 20-30 seconds for about 20 minutes; until the flight reached FL270; where the message stopped cycling and instead remained. Initially; after exiting the sterile period; Automatic Communications Addressing & Reporting System messages were sent and a brief exchange ensued. An emergency return to <Airport  (Domestic)> was offered as an option; but given that we were well above maximum landing weight and the Marker did not require us to land as soon as possible; I elected to continue the climb.Upon reaching cruise altitude; I transferred the flying duties to the First Officer  Heading HDG(S) (First Officer) and verbally contacted Dispatch and eventually Maintenance Control. Maintenance had no inflight suggestions and stated that they would look at it when the plane is on the ground. At this point; the Dispatcher and I discussed our options. Since the Marker mentioned FUEL CONSUMPTION INCREASED and FMS PRED UNRELIABLE and we still had just under 3 hours to go on a flight planned to land with just 8;000 LBS of fuel; the decision was made to divert to <Airport>. Dispatch changed our destination and we proceeded to an uneventful landing in <Airport>. An emergency was not declared. While on the ground in <Airport>; one of the responding mechanics reported to me that he discovered that the Minimum Equipment List procedures were not properly complied with when the item was deferred and that Spoiler Pair #2 was inadvertently deactivated instead of Pair #4. Apparently; the aircraft had flown 4 legs in this condition prior to our operating it. He mentioned to me his concern that on the [day prior]; a previous crew; the previously mentioned Check Airman had also apparently experienced a similar condition; wrote it in the logbook; only to have Maintenance simply clear the entry by writing 'info noted.' He expected that the aircraft would be taken out of service to fix the underlying issue. However; the decision was made to clear the write-up that I made and allow the deferral to continue. Based on the information that was relayed to me by this Mechanic; it appears that the initial error of deactivating the wrong spoiler pair was attempting to be covered up. This is very concerning.My relative inexperience with Airbus aircraft allowed me to be lulled into a false sense of security when it came to Marker messages that appeared to relate to the Minimum Equipment List item. Seeing a write-up about spurious messages being handled the way it had been also led me to believe that there was nothing out of the ordinary; when realistically; there was a major error made by a certificated Mechanic. In retrospect; what was displayed on the F/Control page should have alerted me to a problem; with both Spoiler Pairs #2 and #4; but I assumed that this was the same display that the mechanics and all of the other pilots who operated the aircraft before me also saw. The Minimum Equipment List does not give us specific guidance as to what should be displayed on this page with the Minimum Equipment List active; but I presume that the AMM (Aircraft Maintenance Manual) procedure referenced should tell the Mechanic whatshould have been displayed.More information in the Minimum Equipment List document detailing what exactly should be displayed on the SD (System Display) and what messages the crew should or shouldn't expect for a given Minimum Equipment List. Also; if there was indeed an attempt to cover up a maintenance error; I think this case should be used as an example as to how to properly correct an error.
2,Equipment List,After reviewing the Aircraft log for Aircraft X; I concluded that I was unable to operate the aircraft due to Minimum Equipment List and the maintenance notes associated. The aircraft had been operating with this Minimum Equipment List and was to continue operating for another 2 days before getting fixed. The aircraft arrived from a 24 plus hour maintenance delay down in <Airport (Foreign)> due to a hydraulic issue. I felt the prudent thing for Aircraft X was to have some time at a maintenance hanger to address Minimum Equipment List before operating another revenue flight. We were swapped into Aircraft Y and I was unable to select Aircraft X for this report. Just want to make sure there is no confusion.
2,Equipment List,"Aircraft X; A220; <Airport  (Domestic)> to <Airport>; taxiing to XXR for takeoff. Started 2nd engine during taxi. Shortly after start; got: LH Engine FAULT"" - cyan Engine Indicating and Crew Alerting System . ""30 - LH Engine COWL AI REDUND LOSS"" - info synoptic. Coordinated with Air Traffic Control to pull over and assess our options. Quick check of Minimum Equipment List showed no available Minimum Equipment List to apply to this message. Called Dispatch/Maintenance Control to discuss. Maintenance Control confirmed no applicable Minimum Equipment List. Decided to conference call Airbus Tech Representative; Name; for any additional insight. Name had information about this condition and suggested: shut down LH engine; restart LH engine - swaps channels; shut down LH engine 2nd time; [and]; restart LH engine - swaps back to original channel that triggered our LH Engine COWL AI message. After accomplishing these restarts our COWL AI message had cleared.We were then instructed to run up the engine to approximately 80% N2; and then manually turn the LH Wing AI ON. We did this with Maintenance Control and the Airbus Representative on our conference call. The engine was operated at approximately 82% N2 for roughly 5 seconds while the Cowl AI was operated. Everything now worked normally; and the system had been reset. Maintenance Control advised that a logbook entry would not be required since we were able to reset the Engine Indicating and Crew Alerting System  message... the problems we had encountered could be considered ""transient"" and we were authorized to continue our flight without logbook entries to address. The entire conference call and reset took approximately 20 minutes; and we were able to initiate our takeoff roll with minimum takeoff fuel +150 lb.After we had climbed above 10K; I researched the FOM for engine runs with customers onboard and discovered that we should have limited thrust to idle power for that situation. This was my fault as I did not realize the specific details about our engine run policy with customers onboard."""
2,Equipment List,Inbound aircraft had Green System VERT(LY) Vertical LO PR event on Marker (Electronic Centralized Aircraft Monitor) on arrival. Inbound Captain told me the Green System VERT(LY) Vertical Hydraulic pressure went to zero. There were multiple previous discrepancies for green sys lo pressure and other green sys discrepancies. MX (Maintenance) took the aircraft and [Maintenance Control] told me parts were on the way from <Airport  (Domestic)> to fix the problem. Shortly after; I was informed that the aircraft had been returned to service with Minimum Equipment List 29-12-F Marker Warnings and Cautions for Eng Pump LO PRESS. I called [Maintenance Control] and inquired about the Minimum Equipment List. He told me that <Airport> MX did not like working on Airbus A/C and put the Minimum Equipment List on before consulting [Maintenance Control]. With many previous discrepancies; I did not feel that the Minimum Equipment List was appropriate for the current status of the aircraft. The aircraft was in a MX base.There seemed to be a lack of communication between the <Airport> MX base and [Maintenance Control].Better communication among all that were involved would have had a better potential outcome.
2,Equipment List,Refused aircraft due to four logbook entries in previous five days for Pack Reg Fault. System was reset and signed off twice as good to go; faulted again and was placed on Minimum Equipment List and cleared; faulted again and was cleared via part replacement. Maintenance Control stated wrong part was most likely replaced. Fault was present when I arrived at aircraft (after part was replaced). Maintenance Tech reset system; fault occurred again. Maintenance Supervisor wanted to Minimum Equipment List system again. Strongly suggest company comply with the spirit and intent of the Minimum Equipment List program and stop using it as a way to simply ensure on time performance and completion factor.
2,Equipment List,Just prior to push back; the Captain seen a new Engine Indicating and Crew Alerting System  advisory message '24 Electrical Fault - EPC Inoperative.' As the Captain called Dispatch in order to talk to Maintenance; I began searching for the message in Chapter 2 of the A220 Minimum Equipment List/CDL; which is a message list for the Engine Indicating and Crew Alerting System . Before I was able to find the message; the Captain made contact with Maintenance and was told there was an Minimum Equipment List that could be applied. Having not seen this message before and being unable to find it in a timely manner; we trusted Maintenance Control and applied the CA (Crew Applied)-Minimum Equipment List XX-XX-XX-A. After reading the Minimum Equipment List we operated the aircraft on 3 legs; <Airport  (Domestic)>-<Airport>; <Airport>-ZZZ2; ZZZ2-<Airport>. At XA08 on Day 1; We received a message informing us that the Minimum Equipment List was applied in error and that the item was a no dispatch item. After further review of the A220 Minimum Equipment List/CDL; I was able to find the message and realized I missed the message when I was previously looking for it.
2,Equipment List,We picked up Aircraft X in <Airport  (Domestic)> for flight a to <Airport>.  After landing in <Airport> and later that night the crew that was taking the plane back to <Airport  (Domestic)> informed us while reviewing the logbook that Maintenance Control incorrectly placed an Minimum Equipment List on a discrepancy in ZZZ2 earlier in the day. The item was 24-ELECTRICAL FAULT EPC Inoperative.  Maintenance had placed the item on Minimum Equipment List.  We reviewed the Minimum Equipment List before flight. The outbound crew informed us that was the incorrect Minimum Equipment List and according to that item is a no dispatch.
2,Equipment List,Aircraft X. We arrived at the aircraft for our departure from <Airport  (Domestic)> when we began working through the multiple MELs. Minimum Equipment List 21-XX-XX-X was discussed and we could not locate the logbook entry required before each flight. Maintenance was notified and Contract Maintenance performed the test and logbook entry. We then had a Blower Fault Marker which was prohibited per the Minimum Equipment List. Contract Maintenance came back to the airplane and the test was performed again clearing the Blower Fault. We had failed to notice that per Minimum Equipment List 21-XX-XX-X there was a note stating Minimum Equipment List 21-XX-XY must also be applied. This Minimum Equipment List was not on our paperwork. We arrived in <Airport (Foreign)> and had coordinated with Maintenance Control to have Contract Maintenance there to perform the test. We received the Blower Fault with the test and Maintenance began troubleshooting the issue. Circuit Breaker AE02 was pulled and collared and the Mechanic stated this was not appropriate for Minimum Equipment List 21-XX-XX-X. The Mechanic worked with Maintenance and cleared the Blower Fault; pushed the Circuit Breaker in; and made a logbook entry per the Minimum Equipment List. While we were flying back to <Airport  (Domestic)> we began researching the history of this further. There had been multiple transfers from Minimum Equipment List 21-XX-XX-Y to Minimum Equipment List 21-XX-XX-Z and finally the night before our flight to Minimum Equipment List 21-XX-XX-X. We believed this is where the Circuit Breaker issue was probably missed. As we dug into this we also noticed the note to apply Minimum Equipment List 21-XX-XY (which was nowhere to be found on the paperwork or the logbook). We notified Dispatch and Maintenance of needing to speak to a Maintenance Supervisor and the Chief Pilot on Duty upon our arrival. The Captain made a phone call to the on call Chief Pilot and Maintenance to bring the issues to their attention. Contract Maintenance met us on the aircraft where we handed the aircraft over to them.
2,Equipment List,"I was scheduled to operate Aircraft X <Airport  (Domestic)> - <Airport> on Day 0. The aircraft was approximately 2 hours late inbound from ZZZ2. The delay was caused by a maintenance issue. While taxiing out in ZZZ2 the crew encountered an Marker for 'F/Control SPLR FAULT. They returned to the gate and Maintenance Control performed a reset. They then departed for <Airport  (Domestic)>. While enroute; the same fault reappeared. They wrote up the spoiler fault on arrival to <Airport  (Domestic)> and Maintenance Control came out to the aircraft. They performed a reset and signed off the logbook. We pushed back from the gate. During the first engine start; the Marker reappeared: F/Control SPLR FAULT. After completing the non-normal procedures for this Marker; we consulted the Computer Reset Table and followed the procedure to reset the spoiler fault. This reset was unsuccessful. The reset procedure specifically prohibits more than one reset attempt - so; after advising the flight attendants and customers; we returned to the gate. The same two maintenance control personnel returned to the aircraft. They advised me that Maintenance Control directed them to apply Minimum Equipment List 27-XX-XXX Spoiler Surfaces. This Minimum Equipment List allowed us to depart with one pair of symmetrical surfaces inoperative. They deactivated the inboard spoilers on each wing. The two technicians handed me the logbook and departed the aircraft. Several minutes later they returned and pulled and collared the circuit breaker for SEC 3. When I asked about this procedure they confirmed it was part of the task list to apply Minimum Equipment List 27-XX-XXX. They finished their work and we pushed back from the gate.After starting both engines I reviewed the Minimum Equipment List again. It advises that I should see the Marker ""Spoiler Fault."" We did not have that Marker displayed. I also examined the flight control system page and noticed that four of our spoilers were inoperative - not two as prescribed in the Minimum Equipment List. I also performed a flight control check and verified that four of our spoilers were not deploying. I could not reconcile the Minimum Equipment List guidance with what I was seeing on the flight deck. I then called Maintenance Control but could not get through. I called my Dispatcher and she was able to connect me to Maintenance Control. I described what I was observing and Maintenance Control told me ""that doesn't sound right."" He advised us to return to gate. I advised the crew and customers and we returned to the gate again. We were approaching the duty time limit so we deplaned the customers. The same two technicians returned to the aircraft. I was in the jet bridge talking with my crew when; after about 5 minutes; the technicians informed the gate agents that they were done and the aircraft was ""good to go."" They performed an incomplete Securing Checklist; shut off the Auxiliary Power Unit with customers still onboard; and departed without telling me anything they had done. The flight attendants and most of the customers were not comfortable returning to the same aircraft. I asked the gate agents to call the 2 technicians back out to the aircraft so they could explain to me what they had done to make the aircraft airworthy again. They explained to me that Maintenance Control had sent them the wrong task list and all they had to do was reset the circuit breaker for SEC 3. I confirmed with them that the flight control computer had been deactivated in error.After the second gate return; myself and First Officer exceeded our duty limit for the day and were removed from the flight. After explaining to my crew and most of the customers at the gate what had happened; we were able to re-board them and depart with two new pilots."""
2,Equipment List,I refused to accept the aircraft due to safety concerns. After reviewing the release prior to the flight; I noted Minimum Equipment List 22-XX. After reviewing the Minimum Equipment List; weather; airports; remaining duty day; current/future fitness for duty; experience/currency with conducting operations with manual thrust inputs; I decided it was unsafe to accept this aircraft. This inbound aircraft was delayed three hours arriving at <Airport  (Domestic)> due to an auto-thrust issue being worked in <Airport> by Maintenance. We had already flown from ZZZ2 to <Airport  (Domestic)> with three remaining segments. The aircraft was reassigned to us for our last three flights for the day. Per Minimum Equipment List; the alpha floor protection is lost without auto-thrust; and you must make manual inputs with the thrust levers i.e.; hand flying. Wind shear advisories/low level wind shear advisories were in the Automatic Terminal Information Service  reports. There were reports of icing out of <Airport  (Domestic)> and into ZZZ3 as well as gusting winds at each location. The <Fix / Intersection> arrival and visual Area Navigation XX approaches were being conducted at ZZZ3 and are rather complex. As the day would progress; the increased workload of having to hand fly the aircraft with the thrust levers on the remaining three flights in these conditions would have an impact on our fatigue/fitness for duty. Lastly; with all these factors considered and combined with the fact that this (hand flying the thrust levers) is something that is not commonly conducted outside of an annual sim ride; I made the decision to refuse the aircraft due to safety concerns. I notified Dispatch 1+10 hours prior to scheduled departure. I was asked the reason; and I said due to Minimum Equipment List 22-XX. They said they would notify the equipment manager. After the aircraft arrived; I proceeded to the gate to put a Captain's refusal entry in the logbook. To my surprise; the plane was almost completely boarded with passengers. I queried the gate agents and they said no one notified them of the refusal. I went to the aircraft and briefed the Flight Attendants (FAs); input the entry into the logbook; and then notified Maintenance of the entry. They were not aware of the refusal either. I returned to the gate agent desk and proceeded to call Dispatch back to make sure they understood I was not accepting the aircraft. They said they were waiting for me to put it in the logbook and then had to run it through the equipment manager and Duty Pilot. They finally sent word to deplane the passengers. About a half hour later; the Duty Pilot called me to discuss my reasoning/decision process for refusing the plane. Gave a few top reasons and ended it with I determined it unsafe and then the conversation ended. We were eventually assigned another aircraft and proceeded to conduct the flights to ZZZ3 and ZZZ4.It should be noted that my only other aircraft refusal; a couple months ago; was handled completely differently; it was professional; and no questions asked. When I called Dispatch to notify them of the refusal; they said no problem and no need to explain. We will find another aircraft for you. This latest experience was completely different. Dispatch waiting for an official entry; passengers boarded in the interim when they knew over an hour ahead of time I refused the aircraft; and then a call from the Duty Pilot to query/question my decision. Based on the factors above; safety of flight drove my decision to refuse the aircraft. Airbus was designed as an automated aircraft to reduce workload and enhance safety of flight. In addition; there are a number of protections designed into the aircraft to enhance safety as well. Without the automatic function of the auto thrust levers one of these protections is lost (alpha floor protection). When an aircraft comes thru a major hub (<Airport  (Domestic)>) with this type of issue; it should be fixed immediately. While I understand the Minimum Equipment List is a repair category (10 days); it doesn't necessarily mean that the aircraft is safe to fly based on certain/various conditions. These types of MELs (to include pack inop; Auxiliary Power Unit inop; etc) shouldbe given a higher priority for repair.
2,Equipment List,Prior to departure the airplane was dispatched with one pack on Minimum Equipment List. One of the requirements of that Minimum Equipment List is operational flight spoilers. SEC 1 failure with unsuccessful reset caused the failure of flight spoilers 3 and 4 on each wing. Accomplished Marker and North N Quick Reference Handbook procedure with no success of regaining SEC 1. SAT call to Maintenance Control; resets unsuccessful. Patched in with Dispatch and determined <Airport  (Domestic)> as the best airport for diversion. I determined it necessary to [request priority handling]; descend to 10000 feet and divert; due to the loss of some flight spoilers and the aircraft's capability to comply with the requirement of reaching 10000 feet in the required time in the event of the loss of the second pack or any other failure or incident that would require a descent.
2,Equipment List,The aircraft in question was ferried or repo'd from a heavy maintenance facility. Upon arrival at the aircraft it was quickly discovered that multiple discrepancies were present; both mechanical and in the cabin. In the cabin there was: 3 FA station emergency flashlights that were inoperable; an inoperable FA interphone/handset; life rafts that were installed backwards and upside down; aft galley POB's (Portable Oxygen Bottle) that were installed backwards; and wheelchair kits that were separated and stowed in incorrect areas throughout the cabin. Furthermore; and more importantly; there were the following mechanical discrepancies: ELT Minimum Equipment List required placard not installed; not reset to zero after landing; ISIS (Integrated Standby Instrument System) indicating approximately 5 degrees nose down attitude on ground (previous write up); and 'Service Check Required' write up in logbook while no such airworthiness release was signed off since. It should be noted that this aircraft had just returned from a heavy maintenance base/facility where it remained for over a month. It should also be noted that the aircraft sat on the ground in <Airport  (Domestic)>; after its arrival; for over 3 hours before our arrival at the aircraft. The fact that our frontline employees were forced to discover this plethora of discrepancies is incredibly concerning; especially after the aircraft was fresh from a heavy maintenance facility and ferried back to <Airport  (Domestic)> by management pilots. Not to mention the fact that there was literally no catering on the aircraft (considering the fact that it had spent over a month in heavy maintenance) and that when this was brought to the attention of local operations multiple times we were informed that because this flight was 'not on the schedule to be catered' that there was 'nothing they could do'. This entire situation was beyond shameful. A full flight was over 3 hours delayed because of this situation; which should have been entirely preventable. Thankfully we had a cabin crew assigned to this flight that was all-around beyond stellar and were able to keep our passengers calm and well-informed. We should be thankful for them. This entire situation was incredibly embarrassing; unnecessary; and shameful.
2,Equipment List,Diverted enroute due to a L WING LEAK Marker. We had ferried this aircraft the day prior; after the crew had reported the same Marker. They Minimum Equipment List'd the L bleed and we flew the flight to <Airport  (Domestic)>. Maintenance fixed the problem and we ferried the flight from <Airport  (Domestic)> to <Airport> for reposition.About 1.5 hours into the flight; near ZZZ2; we got the same L WING LEAK Marker. I gave Person A the radios and flight controls; and ran the Marker. After I completed the Marker; I went into the Frequency Modulation to see if anything else needed to be done. We read through that and then accessed the situation. We were now single bleed; single pack; the Minimum Equipment List from the day prior had a max altitude for this situation of 310. Although this Minimum Equipment List was not controlling; we felt it prudent to descend to at or below 310. Due to the L WING LEAK; being prohibited to fly in icing conditions; poor weather in ZZZ2; and with the lower altitude/lower landing fuel in ZZZ2 being significantly decreased; we decided to divert. We had fuel and time so we talked to dispatch and decided to divert to ZZZ3. We obtained NOTAMS; landing data; and went through the diversion guide. Once this was completed we had an uneventful approach and landing into ZZZ3.
2,Equipment List,Upon arrival to the aircraft reviewing the logbook; We learned that the aircraft had a deferral of SEC one (Spoiler Elevator Computer). After complying with the Minimum Equipment List Operations section; there are warnings to not use the speed brake in flight. I consulted the Dispatcher and told them that I was refusing the aircraft due to this limitation. A few minutes later; I was called by the Dispatch Duty pilot. Who asked me why I was refusing the aircraft when it's a legal Minimum Equipment List? I proceeded to tell him that I did not feel like it was safe. I gave him examples of procedures such as an emergency descent that requires use. He asked me if I would be willing to talk to tech so they could assure me that it was safe. I told him I was not going to change my decision. He said OK and hung up was then called by my base Chief Pilot who also asked me why I'm refusing this aircraft. I told him in the interest of safety. A few minutes later; I was called by tracking and told that I was given a missed Trip and was being removed from the flight because of my refusal. I immediately called my Chief Pilot and told him about the missed trip and he said he would have that removed. However; I would be docked the pay for the trip because I refused an aircraft with a legal Minimum Equipment List. I felt harassed and pushed as they were trying to get me to change my decision of refusing the aircraft. Cause: The Minimum Equipment List seems to not coincide with our procedures for an emergency descent.Suggestions: Not having an Minimum Equipment List that prohibits the use of a flight control surface necessary for our procedures.
