UMAP-1,UMAP-2,Theme #,Theme,Snippet
0.1622992,1.8383429,3,Odor,25;000 dry musty odor/fume smell cockpit. <Airport  (Domestic)>-<Airport> around XA22Z dry musty odor/fume smell in cock…
0.1295484,3.0919394,3,Odor,When arriving to the aircraft; the Flight Attendants noticed a strong dirty sock/foul cheese smell and they walked off t…
2.9859943,0.2182253,3,Odor,On descent in to <Airport  (Domestic)> around 10;000 ft. the First Officer  Heading HDG(S) (First Officer) and I smelled…
0.5439626,3.034063,3,Odor,We arrived at the aircraft at XA20L for the first flight of the day for the aircraft. The #2 pack was operating off the …
0.25433156,2.5734794,3,Odor,During descent through 9000 ft.; a slight oily smell was noted in the cockpit by both pilots. The Auxiliary Power Unit w…
0.6391071,2.1202297,3,Odor,We were to take Aircraft X to <Airport  (Domestic)> from <Airport>; the aircraft had a maintenance issue; the issue was …
0.08842677,2.0506654,3,Odor,Flight attendant called the flight deck to report a (misty; dirty sock) odor in the whole cabin. A few minutes later we …
7.9681234,1.2696617,1,Engine,This was my first Take-Off (TO) as Second in Command (SIC) Pilot Flying (Pilot Flying) for OE (Operating Experience). I …
0.09033549,2.2915196,3,Odor,I was doing my preflight check and noticed a fowl smell; like a wet dirty animal; then it started smelling like musty wi…
0.17176256,3.1006756,3,Odor,Upon boarding the aircraft; ground air was being used with the Auxiliary Power Unit shut down. As it was 90 degrees in t…
0.053569607,2.7588627,3,Odor,On flight XX from <Airport  (Domestic)> to <Airport> on Date there was a mild odor event. On taking our first break infl…
0.41445357,1.6190848,3,Odor,During descent into <Airport  (Domestic)> an odor appeared. It dissipated and came back a few times. After parking at th…
0.21459027,1.7780589,3,Odor,Passing 20;000 feet; flight attendants called forward to report a strong odor in the cabin concentrated towards the aft.…
0.59349084,1.8127997,3,Odor,After departing <Airport  (Domestic)> and in the initial climb (somewhere around 18k); the #4 FA (Flight Attendant) call…
0.0003425201,2.2186348,3,Odor,During takeoff; a dirty gym sock smell came out of the cockpit air vents. Subsided around 3;000 ft AFE.…
0.40746868,2.5664456,3,Odor,During our taxi to the gate in <Airport  (Domestic)>; we received an AIR PACK 1 REG FAULT Marker. We followed Marker fol…
0.8926156,2.3438778,3,Odor,While taxiing out for departure in a very heavy rain storm; inflight crew called the flight deck to advise they were exp…
0.6673518,2.3430808,3,Odor,Fume event-odor in cabin during takeoff and first part of flight at doors 3L and 3R. I became dizzy and my legs tingled.…
0.3855507,1.9005562,3,Odor,We were informed after the flight by the Duty Pilot that we had a Smoke Odor Fume (SOF) event. The following crew reject…
0.247378,2.7556782,3,Odor,Strong burning oil smell upon boarding aircraft. All passengers and crew members deplaned. Aircraft has prior history of…
0.12804763,1.9008114,3,Odor,Magic marker smell in flight deck through final descent. High Pressure valves open. Both pilots smelled it. Odor isolati…
-0.00024347188,2.142308,3,Odor,At approximately 4000 ft. on the arrival into <Airport  (Domestic)> we received a call from the cabin stating that they …
0.048088994,2.9580722,3,Odor,This report is being submitted only because it is a recommended step by ALPA: no errors in policies or procedures were m…
0.23404467,3.3829463,3,Odor,Arrived at aircraft with running Auxiliary Power Unit and bleed on. After reviewing [the] logbook; noted entry that said…
0.22550295,3.190806,3,Odor,Arriving to aircraft at <Airport  (Domestic)> gate; halfway down the jetway I noticed the 'smelly sock' odor. Once on th…
2.8953755,5.108032,2,Equipment List,I; Name; <Airport  (Domestic)> Line Mechanic; called Maintenance Control Name 1 to placard the ATSU (Air Traffic Service…
5.718743,-0.4042193,4,Feet,Approaching BRDGE on the SEEVR 4 arrival; Flight Management Computer in APPROACH phase; speed pulled at 250; relatively …
1.3639206,1.8247982,3,Odor,In cruise the number one [Flight Attendant] called and reported a strong chemical smell in the forward galley and rows 1…
0.18049368,3.0508375,3,Odor,We had a distinct smell of oil with the Auxiliary Power Unit bleed on.…
0.54610467,2.4492018,3,Odor,On Date we were flying an A320 from <Airport  (Domestic)> to <Airport>. During cruise we had a fume event. The estimated…
2.0486383,2.270903,3,Odor,Halfway through deplaning FA (Flight Attendant) 3 came to the boarding door where I was standing and notified me of smok…
0.26818433,2.2889025,3,Odor,The Captain noticed the odor first; then called maintenance. It was a faint burning oil smell. Some crew experienced bur…
0.6900801,2.472114,3,Odor,After starting both engines; #2 from start cart then crossbreed start #1; and completing the appropriate checklists; we …
0.03181888,2.3364446,3,Odor,Arriving on aircraft that just flew in from previous flight we noticed a musty dirty smell. We were assessing the situat…
0.13681749,3.035508,3,Odor,We boarded the aircraft to operate Flight ABC. Both pilots and Inflight could smell a musty dirty sock smell. I contacte…
0.06561076,3.0039477,3,Odor,While preparing for departure some passengers an inflight smelled an odor. We shut off the Auxiliary Power Unit bleed an…
0.69527507,2.475879,3,Odor,Approaching the gate it was clear a serious fume event had/was taking place. Walking down the jet-bridge I almost immedi…
0.08626243,2.9167647,3,Odor,At gate with Auxiliary Power Unit running the cockpit had a moderate odor of chemicals/musty. This aircraft had had a si…
0.5398858,2.3492012,3,Odor,During descent around FL180; the lead FA (Flight Attendant) called us to report a dirty socks smell in the aft cabin. Sh…
0.32237294,2.7001925,3,Odor,During descent; both pilots noticed a musty; stinky sock type smell. One FA (Flight Attendant) also noticed a smell in t…
0.38831595,2.771981,3,Odor,Showed up to work with no illness or headache. At engine starts I smelled chemical fumes (magic marker/dry erase pen). A…
3.8162324,5.8442225,3,Odor,I was outside on [the gate] wing walking on the Captain side; and saw a black passenger bag laying inside the envelope. …
8.335692,3.3405554,1,Engine,On initial climb out; we got a 'Hydraulic Y Engine 2 PUMP LO PR' Marker message. No quick action or Marker exception; so…
0.46065965,3.4566433,3,Odor,After deadheading into <Airport  (Domestic)> I arrived at Gate XX where passenger boarding had already started. I had pu…
0.5762825,2.085637,3,Odor,Upon boarding I noticed a rancid/locker room smell that continued throughout the cabin. I asked the other Flight Attenda…
6.256763,2.1907415,1,Engine,Took off behind a B767 and after clean up; think we hit his wake turbulence as the jet rolled hard left. Simultaneously …
0.21637757,2.937211,3,Odor,While in east hardstand after landing bleed was selected as pneumatic source before shutting down right engine. Shortly …
0.12659411,3.015578,3,Odor,At the gate while boarding; a flight attendant entered the cockpit and noted that a slight burning smell was detected as…
6.7355356,2.6057034,1,Engine,During initial climb we experienced a fume event which was noticed by all crew and passengers. First Officer  Heading HD…
0.53321064,2.3452168,3,Odor,Upon receiving aircraft with the Auxiliary Power Unit left running at gate for flight in <Airport  (Domestic)> Flight At…
0.26637882,1.7115128,3,Odor,At approximately XA00L; the First Officer and I boarded Aircraft X in <Airport (Foreign)>. The First Officer immediately…
0.042128652,2.448226,3,Odor,The aircraft we were flying had experienced an odor event on the previous flight. The Auxiliary Power Unit was deferred …
0.03950041,1.9369498,3,Odor,Upon entering the [aircraft] from the jetbridge; I noticed a foul odor in the forward galley and cockpit. Auxiliary Powe…
0.68029934,2.5187178,3,Odor,As we prepared for taxi; a couple of minutes after the Auxiliary Power Unit was shut down; the FA's (Flight Attendants) …
1.302494,2.168487,1,Engine,Flight from <Airport  (Domestic)> to <Airport (Foreign)>; flying a route down to coast to avoid weather Severe Weather. …
0.6664819,2.3699646,3,Odor,I was operating flight XXX; <Airport  (Domestic)> [to] <Airport> on Date. The crew and I were waiting for the aircraft a…
-0.011313255,2.5146043,3,Odor,At gate with Auxiliary Power Unit running and Auxiliary Power Unit bleeds powering the packs; a significant rain shower …
1.4634527,1.8851889,1,Engine,Flight departed <Airport (Foreign)>; during climb passing 9;000 ft. Number one FA (Flight Attendant) reported a burning …
0.051515017,2.2606032,3,Odor,Aircraft had been written up for dirty sock smell by a previous crew at the gate while on Auxiliary Power Unit bleed the…
0.35151234,2.3045583,3,Odor,While on approach to landing; we received a call from the cabin about a burning oil smell by the R2 and R3 doors. Flight…
0.3086152,2.9170222,3,Odor,After having flow from <Airport> to <Airport  (Domestic)> for a quick turn; we kept the Auxiliary Power Unit running and…
0.06272327,2.9757679,3,Odor,Upon arrival to the aircraft there was an obvious very strong 'dirty sock' odor in cockpit and cabin. Auxiliary Power Un…
0.392914,2.0981114,3,Odor,Immediately upon arrival; I smelled an odor of 'dirty socks' and placed my bag in the flight deck. I grabbed my vest and…
6.6954556,2.458952,1,Engine,Moments after a normal takeoff; as the Pilot Flying; I called for 'Gear Up' with a positive rate call from the Captain. …
0.41444644,2.1473033,3,Odor,Boarded the aircraft and the crew immediately smelled the dirty socks/locker room smell. Was told it would decimate...bu…
8.168113,6.043427,1,Engine,Pushed back from <Airport  (Domestic)> Gate. Cleared to start during push back. Started Engine 1. Push completed and ask…
7.7802286,6.311157,4,Feet,New Captain on OE with Check Pilot operating as First Officer (hereafter referred to as the First Officer  Heading HDG(S…
0.20381713,2.5325963,3,Odor,The First Officer and Jumpseater said they smelled a dirty sock odor. I did not notice it I confirmed with both of them …
0.91603434,2.3055878,3,Odor,After pushback I noticed a very strong odor of fumes; much stronger than during a typical routine flight. I knew that th…
3.8097837,4.3328896,4,Feet,I was looking ahead to flight XXXXX on Aircraft X and noticed the aircraft that I had been assigned had numerous writeup…
-0.004759957,2.101864,3,Odor,Dirty sock odor in flight deck during descent. Shut down Pack 1 and seemed to dissipate. Odor returned when Pack 1 turne…
0.098723926,3.0509932,3,Odor,When I stepped onto the airplane I immediately noticed a odor similar to being on a farm. Like manure and livestock. I m…
0.1345502,2.1784358,3,Odor,Boarded aircraft at gate in <Airport  (Domestic)>; almost immediately could smell a strong. Odor of chemicals/ dirty soc…
0.030300375,2.0818515,3,Odor,Upon arriving at the plane for flight a persistent mild odor was observed in the cockpit area. The odor could be describ…
3.1402233,4.926934,2,Equipment List,I was assigned to work Aircraft X; an Airbus 319. The aircraft had been written up more than 4 times in 7 days for inabi…
0.24297953,3.1831586,3,Odor,Oil odor at gate during boarding Auxiliary Power Unit BLEED ON. Previous Auxiliary Power Unit oil leak and fume event th…
0.3385857,3.6850958,3,Odor,Prior to a delayed pushback due to inclement weather; the Captain and I started smelling oily and musty fumes.  We recei…
0.24584807,2.8319883,3,Odor,Dirty socks smell throughout aircraft during taxi in <Airport (Foreign)> coinciding with selection of Auxiliary Power Un…
0.7404051,2.473925,3,Odor,Fumes detected while deplaning after landing in <Airport  (Domestic)>. One crew member; Flight Attendant 4. Reports expe…
0.21440724,2.8920336,3,Odor,Upon arriving at the aircraft; I immediately detected a familiar and strong 'dirty sock' odor. During preflight; the sme…
0.11282071,3.087554,3,Odor,Arrived at aircraft at Gate in <Airport  (Domestic)>. Ground air was connected and on. Aircraft was hot. Ground Ops disc…
0.7320208,2.2144568,3,Odor,Crew noticed bad; strong chemical dirty noxious very very strong odor in cabin. We knew the smell wasn't right. Captain …
0.98619413,2.009028,3,Odor,Approximately 20 minutes prior to boarding; the flight crew entered the aircraft to prepare for the flight. Within minut…
6.577204,-2.444055,4,Feet,I am at ZLC and have received 3 reports in the past 3 days for A320 responding to Traffic Alert and Collision Avoidance …
4.1400576,4.09886,2,Equipment List,After push back off of Gate XX; The flight crew on Aircraft X called the hangar controller radio stating they had an Ant…
5.5547767,-1.7348043,4,Feet,We were cleared for the Area Navigation(Global Positioning System) 26R approach into MIA with Visual Flight Rules condit…
7.6484623,0.7157417,1,Engine,I was the Pilot Monitoring (Post Meridiem) on Aircraft X: <Airport>-<Airport  (Domestic)>. While executing the <Fix / In…
0.26092058,2.91007,3,Odor,During pre-flight; and after starting the Auxiliary Power Unit and selecting the Auxiliary Power Unit bleed on; I immedi…
0.90838903,2.1318026,3,Odor,I Flight Attendant #2 (FA) was on the back of serving cart; when FA #4 asked me if I felt the engine aircraft left hummi…
0.66347015,2.012802,3,Odor,Fumes/odor strong in cabin from boarding throughout ascent. And again from descent through taxi. Noted by Flight Attenda…
0.7907314,2.3029134,3,Odor,While sitting in the airplane at the gate we noticed an odd odor. After we had finished boarding all the passengers we c…
0.5487653,1.944031,3,Odor,Pulling to the gate the crew smelled a strong odor of gasoline as soon as the fwd door opened the entire crew got off th…
0.3671208,3.5404246,3,Odor,Another fume event. Strongest 'gas fume' I had ever encountered. On post flight found trail of jet fuel and a large area…
0.6608689,2.2089126,3,Odor,During pushback and engine start the #1 FA (Flight Attendant) reported a fume event in the cabin. We returned to the gat…
7.5161095,4.389641,1,Engine,On approach; just after gear extension; received a 'LDG GEAR' Marker; showing the gear was down; but the gear doors were…
0.7966695,2.0465217,3,Odor,During descend; FA (Flight Attendant) 2 and FA 4 smelled scents that were aligned with a fume event. The aft galley was …
0.9917357,2.4727721,3,Odor,From takeoff to 8/10;000 ft. I was in my jumpseat. I fumbled with shaking; tingling hands to undo my seat belt as a wave…
3.772386,3.2376552,3,Odor,Person 1 called Maintenance. We noticed that the cargo door was bent on the cover access. We removed panels and deferred…
6.335903,1.2915053,1,Engine,On climbout after flaps cleaned up and direct <Fix / Intersection>; First Officer  Heading HDG(S) (First Officer) as Pos…
0.626987,2.0199475,3,Odor,Upon ascend I got a whiff of a strong chemical smell that lasted around a minute. Immediately after the smell my head st…
0.10307788,1.7662277,3,Odor,While descending through 6;000 ft.; a moderate chemical/musty odor was detected in the cockpit. Immediately referenced a…
6.249091,1.1204545,1,Engine,While on approach to land in <Airport  (Domestic)>; we heard a noise that we thought might have been a bird strike. We d…
0.22775453,2.0903525,3,Odor,Aircraft X Immediately after takeoff I noticed a faint smell of dirty socks which only lasted a few seconds. The First O…
0.30966735,2.2580383,3,Odor,Fumes/odor very strong on climb-out. Before 10000 ft. FA (Flight Attendant) called flight deck; also indicating a very s…
0.13171464,2.8156722,3,Odor,After engines shutdown; strong smell of exhaust/fuel odor with Auxiliary Power Unit supplying bleed for packs. Notified …
0.7744748,2.4284303,3,Odor,Fumes event in the cabin reported after blocking in by inflight. Started mid cabin and eventually in the rear.…
0.5176366,2.3787699,3,Odor,During descent at 11000 detected an odor like crayons or wax. It was brief and cleared up on its own. I queried Flight A…
0.5531242,2.1417577,3,Odor,On Day; I was operating a flight from <Airport  (Domestic)> to <Airport> as pilot monitoring. While cruising at FL320; o…
0.27092358,2.7364426,3,Odor,During Cruise; started noticing a faint crayon like smell. I closed all my vents and smell dissipated. Mentioned smell t…
0.6001749,2.851727,3,Odor,Fume event on approach into <Airport  (Domestic)> Runway XXR. At about 4000 Association Mean Sea Level engines were abou…
-0.0153139755,2.2041988,3,Odor,When I arrived at [aircraft] to operate flight; I was greeted with the information that the aircraft had experienced dir…
0.7556085,1.9223838,3,Odor,After we cleared the cabin for landing; FA2 (Flight Attendant) and I (FA3) smelt a strong burning rubber smell in the af…
0.47283962,2.1659553,3,Odor,During landing the number 2 and 4 [flight attendants] smelled burning rubber. After we landed the smell dissolved from t…
0.25787026,2.829885,3,Odor,Boarding the aircraft; the First Officer (First Officer  Heading HDG(S)) immediately mentioned a musty/oily smell. I not…
0.32704207,2.461352,3,Odor,I was a Deadheading Pilot from <Airport  (Domestic)> to <Airport>. I arrived at the plane preparing to sit where I was a…
0.45125836,2.5170295,3,Odor,When we arrived at the gate the lead FA (Flight Attendant) informed me that we had an odor/fume event. The lead didn't i…
0.5434435,2.2865338,3,Odor,On Day 0 I was flying a 319 type aircraft tail Aircraft X from <Airport  (Domestic)> to <Airport>. During the descent ph…
0.9855272,2.213652,3,Odor,During descent at 12;000 ft.; I smelled a bad smell and commented to the Captain about it. He also smelled it. We then n…
0.12072642,1.7989988,3,Odor,All aircraft systems were operating normally; Auxiliary Power Unit used for engine start. No de-icing of aircraft; engin…
0.1459913,3.1216748,3,Odor,I was flying an A320 from <Airport (Foreign)> to <Airport  (Domestic)>. I have not experienced something like this in th…
0.43385532,2.2655127,3,Odor,After descending through 10;000 ft. the Flight Attendant was walking through the aisle to prepare the cabin for landing …
0.2158667,2.303122,3,Odor,Strong dirty sock smell fume event after entering flight deck plane taken out of service. Apparently was noticed by prio…
0.2754127,1.6900003,3,Odor,During approach phase; below 10000 ft.; both pilots started to sense a strange odor in the cockpit. It was very light; b…
-0.0039533377,2.889543,3,Odor,This report is being submitted only because it is recommended to do so. There were no errors or violations committed by …
0.35047862,1.7785761,3,Odor,While descending through 10;000 ft. going into <Airport  (Domestic)>; we received a call from the flight attendants in t…
6.5963097,2.182667,1,Engine,During takeoff; right after rotation; #2 Eng EGT OVERLIMIT Marker when I noted it; was approximately 627 degrees. After …
0.39451292,3.086862,3,Odor,On [Date] I was preparing to fly an Airbus A320 from <Airport  (Domestic)> to <Airport>. During preflight we potentially…
0.79979956,1.835691,3,Odor,After the first engine start; we taxied out and got in line for deicing. The Lead FA (Flight Attendant) called to ask ab…
-0.041263375,2.4458566,3,Odor,While descending into <Airport  (Domestic)> we got a call from the flight attendants. I was told the aft galley smelt li…
1.5656033,1.5970958,1,Engine,Shortly after takeoff; the inflight crew notified me of an 'intense fume event' that was happening in the back half of t…
0.030224737,2.0591407,3,Odor,Immediately after landing; flight attendants called and reported a dirty sock odor in the cabin. We did not have it in t…
0.43733644,2.0890589,3,Odor,There was an odor of dirty socks and a sick smell on Aircraft X from <Airport  (Domestic)> to <Airport> and Aircraft Y f…
1.0262878,3.3322256,3,Odor,My crew and I were walking back from D23 to go to D18 to support unload. My Crew Chief told me to get the power stow fro…
0.32904017,2.3448315,3,Odor,Perceived oil smell; change of taste and smell; furry tongue feel. Waited for First Officer  Heading HDG(S) (First Offic…
0.073875345,1.9333078,3,Odor,On final descent into <Airport (Foreign)>; a flight attendant called the cockpit to report a strong dirty sock smell in …
0.13542129,3.0029078,3,Odor,After engine 1 start; a strong odor of jet fuel was present throughout the aircraft. Engine bleeds; Auxiliary Power Unit…
0.17671697,2.2833831,3,Odor,At the top of descent into <Airport  (Domestic)>; the Captain and I began to smell a dirty sock oily smell. As we descen…
0.09885571,1.7702649,3,Odor,Aircraft X <Airport  (Domestic)> - <Airport> approach below 10;000 ft.; both pilots reported dirty sock odor/fume smell …
0.36749074,2.0934367,3,Odor,Right after takeoff I began to notice an odor or fume; at which point I ask my First Officer  Heading HDG(S) (First Offi…
0.43529904,2.179368,3,Odor,Shortly after takeoff; a smell took over. The cabin smelled of [a] dirty socks locker room smell. Captain called during …
0.22300984,1.8299854,3,Odor,At approximately XA:41 and descending through 4;000 ft. on the Compass Locator At  Outer XXL approach into <Airport  (Do…
0.19667831,2.258438,3,Odor,Descending through 3000 cleared for approach; dirty sock smell. Fumes even. Neurotoxin from engine/aluminum oil entered …
0.65913635,2.2597842,3,Odor,I was FA (Flight Attendant) #4. Flight and cabin crew boarded the aircraft at approximately XA:45. The #2 and I went to …
8.0898075,0.31851444,1,Engine,Configuring for landing at <Airport  (Domestic)>. Flaps 3 selected. F/Control FLAPS System VERT(LY) Vertical 1 FAULT Mar…
0.2926391,1.9401314,3,Odor,Encountered an odor event in the cabin after departure. We ran the appropriate checklist and returned to <Airport  (Dome…
-0.036647636,2.9119196,3,Odor,We were at the gate waiting on a Maintenance Technician to sign off the logbook of a discrepancy. I started up the Auxil…
0.25284287,1.9001619,3,Odor,Upon arrival into <Airport (Foreign)>; around 8;000 ft. I detected a subtle chemical odor which I could not immediately …
1.6469072,1.9147205,3,Odor,On departure a strong smell of electrical insulation could be detected coming out of the vents in the cockpit. It got st…
0.69468427,2.7433186,3,Odor,Upon walking down the jet bridge to board the plane; the First Officer (First Officer  Heading HDG(S)) and Flight Attend…
0.6372999,1.8990676,3,Odor,I was sitting in my jumpseat on climb when I (Flight Attendant #4 (FA)) noticed a very strong rancid; sweat; locker room…
5.7354455,-2.2595963,4,Feet,When we got to the plane; Maintenance was there due to an AFCS (automatic Flight Controls System) issue. They told us th…
2.877156,3.2268677,3,Odor,Emergency Exit Signs: All illuminated all the time. Wiring issue. Please ensure all emergency lights are off as these ar…
2.8800974,3.2307415,3,Odor,Emergency Exit Signs: All illuminated all the time. Wiring issue. Please ensure all emergency lights are off as these ar…
8.320184,4.569369,1,Engine,After a normal landing on XL we proceeded to exit the runway via high speed on the taxiway. As I used the tiller to turn…
3.3345342,0.35779288,1,Engine,Departing <Airport  (Domestic)> prior to 2;500 ft.; we received a Vent Skin Valve fault. After being transferred to Depa…
6.07421,0.7803831,1,Engine,On takeoff with gear retracting approximately 200 ft. Above Ground Level  ; received numerous ECAMs. Captains Flight Dir…
6.6165204,0.92845064,1,Engine,I refused Aircraft X for flight from <Airport  (Domestic)> to <Airport (Foreign)> due to the following reason. The previ…
5.4986506,2.0335987,1,Engine,As we were getting ready for the approach and land in <Airport  (Domestic)>; FL270; the cabin crew called us via interph…
8.205151,6.0805235,1,Engine,After a normal landing utilizing normal light braking after landing. We respected the required cool down time before I c…
3.420958,5.2217116,2,Equipment List,We had Aircraft X with an Aircraft Maintenance Logbook (AML); the logbook; the Dispatch release and the play card were l…
6.49909,0.31028923,1,Engine,Climbing out of FL240 airspeed 310. Heavy Vibration from nose to tail occurred. Immediately reduced airspeed and vibrati…
8.431364,1.5073649,1,Engine,We were holding short of Runway X and given take-off clearance with a turn to a left heading of 320 degrees. The throttl…
5.188013,-1.6173856,4,Feet,This is the second time I have been the pilot monitoring for the 28L Tip Toe visual approach. For the second time; the a…
5.837801,2.6728446,2,Equipment List,On previous flights; from <Airport  (Domestic)> to <Airport>; we received #1 oil pressure low light. It was NOT confirme…
8.24063,5.9739003,1,Engine,When parking at the gate; Brake Fault Marker occurred. No damage or injuries. AML (Aircraft Maintenance Logbook) entry m…
7.8989863,6.1836767,1,Engine,During pushback and both engines were started; when I was asked to set brakes the parking brake would not engage. There …
5.3667607,-0.9219296,4,Feet,Weather was a broken ceiling with tops at 5500 and bottoms at 4500. We were Visual Flight Rules below 4500 feet. Air qua…
5.5116134,-1.217601,4,Feet,Departing <Airport  (Domestic)> XXR; on the <Fix / Intersection> Standard Instrument Departure. On initial climb Pilot F…
4.6078415,3.437465,1,Engine,Flight from <Airport  (Domestic)> to <Airport>. There was some difficulty achieving Automatic Communications Addressing …
4.3603764,-1.5964609,4,Feet,Starting on the <Fix / Intersection> Standard Terminal Arrival Route we first noticed the airplane descending below an a…
4.6721454,-1.2088039,1,Engine,Rainy with low ceilings in <Airport  (Domestic)> all day. <Airport  (Domestic)> was landing north so we planned the Comp…
4.1793466,7.3957453,1,Engine,At SFO; due to bad vectoring and wake turbulence from a Boeing 777; we had to perform a go-around on Runway 28L. When we…
2.8766916,3.0876796,3,Odor,During preflight; I noticed the aft aisle jumpseat had [a] 4-point harness and I was unable to strap in due to short lap…
5.647654,-0.76152205,4,Feet,Flight was a First Officer  Heading HDG(S) (First Officer) flying new hire Initial Operating Experience flight. We were …
5.9182334,0.4710903,4,Feet,To the best of my recollection.  We were cleared for a visual approach XXR (backup by the Compass Locator At  Outer).  T…
8.3435545,4.5198216,1,Engine,While we were taxiing clear of the runway on a high speed exit the steering became very erratic and then we received a n…
4.9487705,0.4291005,4,Feet,While navigating direct <Airport  (Domestic)> [VOR] from ZZZZZ1 at FL300; Air Traffic Control <Airport  (Domestic)> Cent…
8.039257,6.1279497,1,Engine,Intercom with ground crew didn't work at the gate so we pushed back with the Captain using hand signals. During push the…
7.999752,4.61593,1,Engine,During final approach we extended the landing gear; and got a L/G DOORS NOT CLOSED caution accompanied by a L/G System V…
7.827625,6.3053455,1,Engine,We were ready for pushback at gate X at <Airport  (Domestic)> with all the checklists completed. I established intercom …
0.45508754,1.7064476,3,Odor,During cruise about 1 hour prior to landing cabin Crew informed us of a mild-moderate 'burning plastic' smell in the aft…
2.5247242,2.692841,3,Odor,At 4;000 feet flight attendants called the cockpit to report smoke in the cabin; eye and throat irritation; smells like …
5.077617,-1.021357,4,Feet,Briefed the arrival into <Airport  (Domestic)> approximately 120 miles out. The winds were strong and gusting which favo…
3.3689132,3.6658893,2,Equipment List,Aircraft arrived with captain setback adjustment broken. Maintenance personnel began taking apart the seat to try and re…
4.858803,-0.9785519,1,Engine,On flight XXXX from <Airport  (Domestic)>-<Airport (Foreign)> I inserted the wrong altimeter setting and got low on a vi…
5.7373223,-2.32673,4,Feet,At FL350; we got a 'SET OFFSIDE RNG (Range)' message on the Captain's ND (Navigation Display). We ran the QRC for this i…
2.986287,0.296971,3,Odor,While climbing through 31000 feet with one pack inop; we were alerted to a high cabin altitude problem. We briefly level…
5.7184663,2.8394513,1,Engine,We noticed after takeoff once at cruise there was a 3+ quart difference in engine oil. At cruise engine #1 had 9.5 quart…
6.6668315,1.3026091,1,Engine,During pushback from [Gate] XX our ground crew gave me the clearance to start engines. I told my First Officer (First Of…
1.3430665,2.0438745,3,Odor,While waiting for our aircraft to arrive; the Flight Attendants (FAs) noticed a frail passenger in the boarding area. Ab…
8.180248,6.1080675,1,Engine,Parking at the gate after arriving <Airport  (Domestic)>; we were marshaled to a stop and the shutdown flows commenced. …
7.144904,0.7575537,1,Engine,We departed <Airport  (Domestic)> [airport] at XA:38 and landed <Airport> [airport] XC:35While cruising at FL340 about 1…
4.5815663,3.4721057,1,Engine,Prior to pushback we received the DG (Dangerous Goods) notification and final DG summary. The First Officer  Heading HDG…
8.294341,1.2493483,4,Feet,As Captain; I was pilot monitoring on takeoff.  At 80 knots on takeoff roll; I called out '80 knots' and the First Offic…
8.128753,6.043294,1,Engine,After a long week of HUB turning and avoiding thunderstorms; we were pulling into the chocks to shutdown; I shutdown #1 …
8.142672,6.126116,3,Odor,This event is based on aircraft rolling at the gate post flight shutdown.  The scenario is that I pulled into the gate a…
8.136752,6.1331215,1,Engine,We were cleared to push from the gate in <Airport  (Domestic)>; I confirmed the brake was released; and the push commenc…
2.002243,4.7759123,2,Equipment List,Arrived at aircraft; First Officer  Heading HDG(S) light circuit breaker popped. Reviewed Minimum Equipment List and fou…
8.214742,6.130042,3,Odor,Arrived at the tow-in spot for gate XX; I set the parking brake and verified that the triple indicator was all in the gr…
8.228602,6.03271,1,Engine,After landing in <Airport  (Domestic)>; the number two reverser failed to stow and was stuck in full reverse. We taxied …
4.8549256,-0.96639925,4,Feet,I was the second Capt/RO on a <Airport (Foreign)> turn. The Pilot Flying was the First Officer  Heading HDG(S). The CA a…
4.9912577,-1.0038147,1,Engine,Area Navigation(Global Positioning System) Runway XX <Airport  (Domestic)>. 1800 Broken 6SM. Followed OEM (Original Equi…
6.30878,2.5796874,1,Engine,Level cruise at FL350. Ride was mostly smooth. Air Traffic Control had just previously delayed our climb to 350 due to t…
7.850259,1.7526462,1,Engine,After engine start; I requested taxi with <Airport  (Domestic)> Ground. We were given a clearance to 'taxi to runway XX …
5.7252603,-2.325705,1,Engine,The Compass Locator At  Outer XX was NOTAMed Out of Service in <Airport  (Domestic)> so Dispatch issued a RAIM predictio…
7.660074,6.2518396,1,Engine,The Captain gave me clearance and released the brakes to start the push back. As the push was started the part of the no…
5.3835206,-1.1289538,4,Feet,When cleared for visual XX with autopilot on and direct <Fix / Intersection>; the aircraft initially intercepted Glidesl…
5.772995,-0.34394097,4,Feet,While flying the ANTHM4 arrival into BWI; we were descending through 11;800 approximately 5 miles from the JABRR fix; wh…
2.769474,4.8713155,2,Equipment List,Mechanics were working on the airplane when we arrived at the gate. An Minimum Equipment List was created: 21-XX Skin Ai…
4.6090107,3.4460833,1,Engine,No ACARs was available during preflight at Gate XX. Both Maintenance and Operations verified this is a regular occurrenc…
8.239231,6.114628,1,Engine,After parking the aircraft at the gate; I failed to check if the Captain set the parking brake before shutting down the …
7.9422855,6.149153,1,Engine,Needed to return to gate after pushback due to brake pressure issue.  At gate; tug team asked for brakes to be set; Capt…
7.6789317,6.3066554,1,Engine,At approximately XA:12 local time <Airport  (Domestic)> Gate XX; we were cleared to push tail north. During push back we…
8.214764,6.101601,1,Engine,We arrived at the gate in <Airport  (Domestic)>; and as I was preforming the parking flow the aircraft experienced a tra…
8.345021,1.510086,1,Engine,Tower cleared us for takeoff and cleared us for backtrack on RWY XX at <Airport  (Domestic)>. We entered the runway and …
8.132131,6.137025,1,Engine,After reaching the gate the captain applied parking brakes and I saw the triple gauge indicator. Both of us subsequently…
